Unnamed: 0,CampaignID,GoalAmount,RaisedAmount,DurationDays,NumBackers,Category,LaunchMonth,Country,Currency,OwnerExperience,VideoIncluded,SocialMediaPresence,NumUpdates,IsSuccessful
26578,CID_26578,89917,81031.9477954772,47,378,Games,July,Australia,CAD,5,Yes,61225,40,0
26579,CID_26579,97798,87909.9850310076,41,423,Music,August,UK,GBP,4,Yes,2584,47,0
26580,CID_26580,27436,24422.83430148087,52,1301,Music,October,Australia,USD,12,No,35323,49,0
26581,CID_26581,97356,141499.0144712082,85,1885,Games,September,Germany,AUD,16,No,52268,8,1
26582,CID_26582,46004,34386.18910646289,42,1240,Games,October,USA,AUD,12,Yes,91050,49,0
26583,CID_26583,38625,43907.68362739704,44,1473,Art,February,UK,USD,15,No,86490,17,1
26584,CID_26584,42272,49024.87029167188,68,702,Technology,June,Germany,AUD,14,Yes,53518,25,1
26585,CID_26585,53875,40030.39694781427,22,1598,Games,January,USA,AUD,1,Yes,35973,46,0
26586,CID_26586,94072,98325.14444214875,49,676,Games,November,Germany,EUR,12,Yes,96779,2,1
26587,CID_26587,63618,47438.02867781372,53,49,Film,March,USA,AUD,2,Yes,82093,9,0
26588,CID_26588,61661,51069.55769494052,16,60,Games,August,Australia,CAD,16,Yes,53216,28,0
26589,CID_26589,25767,13922.184326233575,42,553,Games,May,UK,USD,18,Yes,95253,45,0
26590,CID_26590,6549,3405.577903070018,76,1530,Games,March,Canada,GBP,18,Yes,49767,14,0
26591,CID_26591,92084,122857.81489009754,65,1483,Music,January,Australia,AUD,5,No,25192,49,1
26592,CID_26592,7117,3997.567248567802,16,1089,Film,September,Germany,CAD,16,No,11616,30,0
26593,CID_26593,5249,3558.9954286342,83,287,Art,May,UK,USD,18,No,36288,39,0
26594,CID_26594,10536,6850.188662438,85,239,Technology,August,Canada,GBP,7,No,83694,46,0
26595,CID_26595,11978,13591.208987046895,60,1457,Music,March,USA,EUR,7,No,22658,46,1
26596,CID_26596,69640,66002.09733258172,48,1110,Art,December,USA,AUD,14,Yes,21546,28,0
26597,CID_26597,37902,22469.45611392521,83,563,Games,March,UK,CAD,4,No,87779,45,0
26598,CID_26598,90971,100664.25147845526,23,1714,Games,June,Germany,CAD,13,No,52282,27,1
26599,CID_26599,89811,47556.52536910898,36,1619,Film,April,Australia,USD,9,No,12707,7,0
26600,CID_26600,54709,41946.49029409237,47,1219,Technology,September,Germany,GBP,1,Yes,99082,28,0
26601,CID_26601,12722,17966.57035714661,82,575,Music,May,Germany,CAD,12,Yes,4351,45,1
26602,CID_26602,26087,25776.092779154067,52,640,Music,May,USA,CAD,13,No,4265,41,0
26603,CID_26603,76203,99010.08688578272,61,1263,Games,April,UK,GBP,18,No,33733,30,1
26604,CID_26604,61836,72473.61873441386,36,1371,Film,September,USA,CAD,4,No,18376,6,1
26605,CID_26605,78678,102444.8770705339,80,917,Art,September,Australia,CAD,4,Yes,17626,48,1
26606,CID_26606,36623,40958.52149703001,70,298,Art,September,Canada,EUR,11,Yes,89191,35,1
26607,CID_26607,26982,32904.36787905984,22,1700,Music,December,Australia,GBP,16,No,80191,27,1
26608,CID_26608,5649,3448.2144900517424,77,1428,Music,April,Australia,AUD,19,No,25040,21,0
26609,CID_26609,61769,35920.940636755666,26,1566,Film,June,Australia,CAD,8,No,58150,13,0
26610,CID_26610,50312,39992.038388386674,88,1123,Games,July,Germany,USD,14,Yes,24758,13,0
26611,CID_26611,46993,50313.65306054843,25,834,Technology,November,Germany,AUD,17,No,59572,21,1
26612,CID_26612,75150,39774.75288917165,53,169,Technology,December,Germany,USD,18,Yes,3816,27,0
26613,CID_26613,91640,64101.02608301845,55,1688,Games,August,USA,CAD,6,Yes,72064,41,0
26614,CID_26614,92101,119205.22845248392,78,547,Music,February,Germany,USD,19,No,45015,46,1
26615,CID_26615,79844,80547.90192013881,47,1677,Music,September,Australia,EUR,17,Yes,79177,14,1
26616,CID_26616,73398,60723.76469866771,57,1216,Music,March,USA,CAD,11,No,46235,5,0
26617,CID_26617,65466,64231.04542965975,21,1816,Art,July,Germany,CAD,13,No,95911,38,0
26618,CID_26618,85554,49440.256570220095,33,1376,Games,October,Canada,CAD,18,Yes,47123,45,0
26619,CID_26619,59867,72846.42792617722,77,1260,Technology,June,Australia,USD,14,No,97005,32,1
26620,CID_26620,78170,87203.57871335618,78,920,Music,September,Germany,CAD,1,No,93368,33,1
26621,CID_26621,81503,106910.2119055654,75,794,Games,May,Germany,CAD,6,Yes,97401,46,1
26622,CID_26622,43656,29041.56968108013,73,727,Games,May,USA,EUR,5,Yes,20190,39,0
26623,CID_26623,32872,29157.742257117832,44,1777,Technology,April,Germany,AUD,12,No,93133,24,0
26624,CID_26624,26351,19699.80747401137,27,1726,Technology,April,Australia,USD,14,Yes,5647,8,0
26625,CID_26625,19549,24850.33016125645,67,1763,Music,December,UK,CAD,13,No,13063,31,1
26626,CID_26626,50810,33251.34979156797,24,960,Film,June,Germany,CAD,6,Yes,53855,13,0
26627,CID_26627,14785,17501.02535140919,71,1022,Games,December,USA,CAD,5,Yes,95809,37,1
26628,CID_26628,90550,122191.4700250628,22,480,Games,August,Australia,CAD,9,No,35900,46,1
26629,CID_26629,66690,37688.10460231997,56,1454,Art,April,Australia,GBP,0,Yes,60151,0,0
26630,CID_26630,5732,6365.682878741152,73,864,Technology,September,Germany,CAD,15,Yes,76150,46,1
26631,CID_26631,32403,30765.42189947704,74,1481,Technology,September,UK,CAD,0,Yes,14340,13,0
26632,CID_26632,74510,70197.79439735296,64,710,Art,February,Australia,AUD,13,Yes,17477,36,0
26633,CID_26633,76904,42894.86247109472,57,1779,Technology,April,Canada,CAD,2,No,94456,33,0
26634,CID_26634,92033,65266.061903021495,31,1476,Music,July,UK,EUR,13,Yes,38001,35,0
26635,CID_26635,45044,28498.807464692825,88,109,Games,April,Australia,CAD,1,No,78504,9,0
26636,CID_26636,53477,31757.46552602852,79,954,Games,July,UK,GBP,19,No,57657,42,0
26637,CID_26637,54601,47680.19107125256,70,733,Art,March,Germany,AUD,1,No,2023,6,0
26638,CID_26638,60900,76428.21050574104,86,1034,Music,April,USA,AUD,3,No,35742,25,1
26639,CID_26639,56701,31964.70225745355,20,1986,Music,February,Canada,GBP,15,No,66860,28,0
26640,CID_26640,5918,8733.77899249664,16,259,Technology,January,Canada,CAD,0,Yes,18571,28,1
26641,CID_26641,43011,62640.909636494805,44,201,Technology,November,UK,GBP,1,Yes,36747,26,1
26642,CID_26642,51288,26648.27360788777,88,1524,Technology,May,Canada,AUD,1,Yes,38017,43,0
26643,CID_26643,95601,126265.23764894194,65,666,Art,February,Australia,CAD,15,Yes,52017,18,1
26644,CID_26644,6941,7079.439493697972,48,1946,Music,December,UK,CAD,0,Yes,39272,46,1
26645,CID_26645,62016,33180.04410370394,44,854,Games,February,USA,AUD,15,Yes,18921,21,0
26646,CID_26646,91433,71812.69082989101,39,1572,Games,June,UK,AUD,12,No,87034,20,0
26647,CID_26647,39928,41344.675348428085,30,1036,Technology,January,UK,AUD,15,Yes,58532,45,1
26648,CID_26648,18835,20277.100846980466,25,737,Film,June,Canada,USD,6,No,96274,34,1
26649,CID_26649,16485,9857.036779923112,39,722,Technology,October,Australia,USD,11,No,45894,36,0
26650,CID_26650,39979,24521.92946576729,76,951,Art,July,Germany,USD,19,Yes,33071,21,0
26651,CID_26651,95221,103351.18755482524,46,122,Film,February,Germany,GBP,13,Yes,42038,17,1
26652,CID_26652,23336,25554.66863914184,50,1505,Art,February,Canada,EUR,2,No,62627,9,1
26653,CID_26653,52776,78405.5496472187,38,1728,Technology,April,Australia,CAD,14,No,90518,20,1
26654,CID_26654,73971,66029.092543767,24,533,Technology,March,Australia,CAD,5,Yes,36183,27,0
26655,CID_26655,30663,40409.24770154187,67,1498,Art,September,Germany,GBP,11,Yes,44050,45,1
26656,CID_26656,52312,52801.30382749048,15,736,Music,March,Australia,GBP,0,No,52312,7,1
26657,CID_26657,34001,50440.5783761887,58,251,Film,March,Canada,GBP,3,Yes,56434,32,1
26658,CID_26658,92176,111322.0767742352,44,1197,Games,November,USA,USD,14,Yes,86468,37,1
26659,CID_26659,95451,115740.26670075896,45,442,Art,December,Germany,GBP,4,Yes,20309,6,1
26660,CID_26660,76175,65852.18096370454,17,570,Technology,April,UK,USD,10,No,8081,40,0
26661,CID_26661,57584,40113.10748915327,77,1889,Music,May,USA,AUD,5,Yes,51270,6,0
26662,CID_26662,50497,58873.10895987978,18,1393,Film,June,UK,AUD,10,No,78090,1,1
26663,CID_26663,36938,28745.02662606653,35,1276,Art,March,USA,USD,14,Yes,18548,10,0
26664,CID_26664,12225,11845.697929043436,54,1673,Film,July,Australia,CAD,10,Yes,4102,32,0
26665,CID_26665,59271,29793.18863434796,76,1116,Technology,January,Australia,USD,12,No,7482,30,0
26666,CID_26666,21366,26741.30630423618,53,157,Film,December,Germany,AUD,12,Yes,78838,15,1
26667,CID_26667,93934,69650.8786936101,60,127,Technology,November,UK,USD,2,Yes,27405,21,0
26668,CID_26668,76377,112730.62354889262,36,1805,Music,September,Germany,CAD,16,No,47789,22,1
26669,CID_26669,87154,102585.01126911047,67,1837,Film,June,USA,AUD,17,No,17062,24,1
26670,CID_26670,55749,71111.95866303354,78,1962,Film,December,Australia,EUR,6,No,92920,38,1
26671,CID_26671,12887,9544.223932854857,66,1887,Art,April,Australia,EUR,6,No,35126,29,0
26672,CID_26672,96513,100740.10152424214,40,1957,Games,July,Germany,USD,10,Yes,60945,40,1
26673,CID_26673,60996,90347.51638111351,23,1137,Art,October,Canada,GBP,17,No,31504,34,1
26674,CID_26674,5332,7251.455211388358,58,520,Games,December,Canada,AUD,6,No,26489,22,1
26675,CID_26675,7954,11448.447462694989,74,1803,Technology,April,Germany,GBP,12,No,28966,8,1
26676,CID_26676,96350,142031.94545295875,71,1412,Film,April,UK,AUD,7,No,91729,5,1
26677,CID_26677,40656,59769.55012095088,40,1018,Music,July,USA,GBP,6,No,73960,8,1
26678,CID_26678,65179,93210.7541865551,35,1858,Music,April,UK,GBP,0,Yes,55085,34,1
26679,CID_26679,47227,55686.73151823737,78,779,Music,November,UK,USD,0,No,44129,43,1
26680,CID_26680,26549,20542.092565988787,79,1352,Music,November,USA,USD,2,Yes,85091,17,0
26681,CID_26681,39494,24123.51957074681,33,1094,Art,November,USA,GBP,3,No,99293,48,0
26682,CID_26682,90836,65826.52207074543,47,1576,Music,July,Canada,EUR,14,No,54817,43,0
26683,CID_26683,79629,68555.57954644726,36,486,Music,August,Germany,USD,10,Yes,10191,36,0
26684,CID_26684,17064,13200.009885019152,40,878,Games,April,Germany,AUD,4,No,89398,16,0
26685,CID_26685,3597,3200.382649615781,51,1475,Games,September,Germany,GBP,13,No,66389,16,0
26686,CID_26686,9304,5501.918968081441,81,1620,Games,May,USA,AUD,8,Yes,53876,38,0
26687,CID_26687,24900,34200.20425246367,76,680,Art,September,Australia,AUD,4,Yes,68060,13,1
26688,CID_26688,63672,66972.09970754731,80,1436,Art,September,Australia,USD,16,Yes,56949,2,1
26689,CID_26689,67738,77954.75816081172,75,682,Art,May,Australia,EUR,13,Yes,72485,3,1
26690,CID_26690,52857,32084.88374356738,60,971,Technology,September,Canada,CAD,19,No,33985,19,0
26691,CID_26691,97471,105392.58660225892,86,216,Technology,May,USA,EUR,1,No,9090,13,1
26692,CID_26692,98861,68288.92309056608,86,658,Music,July,Australia,EUR,15,Yes,72237,21,0
26693,CID_26693,25422,17572.31044217548,72,814,Music,February,Australia,USD,2,Yes,85672,1,0
26694,CID_26694,31400,44770.12076021224,26,858,Games,January,Germany,GBP,9,No,96005,37,1
26695,CID_26695,38728,57620.77645387763,85,1475,Music,September,Germany,GBP,19,Yes,71742,29,1
26696,CID_26696,73891,49655.88441936341,30,598,Games,April,Canada,USD,0,Yes,36341,30,0
26697,CID_26697,34185,42360.08711779677,69,704,Technology,September,USA,CAD,16,No,37942,11,1
26698,CID_26698,13743,13154.811462482903,31,1319,Games,January,USA,CAD,17,No,95810,17,0
26699,CID_26699,62560,89117.70381880118,71,688,Music,December,Germany,USD,9,No,22925,21,1
26700,CID_26700,65768,89146.37753714784,20,123,Music,October,Canada,USD,1,No,83581,24,1
26701,CID_26701,34827,38847.62060297188,68,1589,Games,August,Germany,CAD,16,Yes,68683,18,1
26702,CID_26702,68699,92888.8665044982,75,1321,Film,February,USA,CAD,3,Yes,47500,40,1
26703,CID_26703,82737,86088.4345341393,36,1461,Technology,October,USA,USD,7,No,6443,44,1
26704,CID_26704,45480,34848.47184221592,89,634,Art,July,Canada,USD,11,Yes,49729,6,0
26705,CID_26705,16742,16831.430467651997,27,848,Technology,September,UK,CAD,18,Yes,67600,32,1
26706,CID_26706,86969,111583.77888148974,16,1005,Film,October,USA,GBP,2,Yes,94090,32,1
26707,CID_26707,80372,54752.2191328439,77,1906,Technology,August,Germany,GBP,4,Yes,93149,34,0
26708,CID_26708,82801,71711.97259699236,22,1382,Film,April,USA,CAD,8,No,4484,10,0
26709,CID_26709,2634,1485.7627259107794,36,262,Film,December,Germany,EUR,1,No,99237,46,0
26710,CID_26710,70075,93342.44123706048,67,1401,Art,September,Canada,EUR,10,No,71534,13,1
26711,CID_26711,61037,70197.41617697678,20,1548,Technology,February,Australia,USD,0,Yes,58631,29,1
26712,CID_26712,33369,22037.55662479748,33,419,Art,September,Australia,USD,7,No,46716,15,0
26713,CID_26713,39492,32661.77243613239,39,558,Technology,February,USA,USD,6,Yes,47904,43,0
26714,CID_26714,41803,23726.090931266022,46,1286,Technology,February,USA,EUR,13,No,114,10,0
26715,CID_26715,9339,8076.927868519253,22,522,Film,November,Germany,CAD,5,No,96253,27,0
26716,CID_26716,21319,26763.06514709972,38,320,Art,January,Canada,EUR,2,No,26289,44,1
26717,CID_26717,46816,69421.93390840292,43,1647,Technology,September,Canada,GBP,3,Yes,99881,4,1
26718,CID_26718,73051,76991.67776761929,32,1948,Film,July,Canada,AUD,4,Yes,12117,47,1
26719,CID_26719,4837,5914.936829660877,79,393,Music,March,Germany,AUD,16,No,8670,30,1
26720,CID_26720,72294,54583.10411986102,67,1191,Games,July,Australia,CAD,5,Yes,1995,49,0
26721,CID_26721,40228,22854.62428839173,17,1228,Technology,February,Canada,GBP,6,Yes,5690,39,0
26722,CID_26722,91023,110285.78704201194,71,120,Music,July,Australia,USD,7,No,64613,16,1
26723,CID_26723,59472,83230.27342035093,68,1752,Technology,July,Australia,AUD,1,No,31458,42,1
26724,CID_26724,48717,40093.67716981367,72,788,Art,November,Canada,EUR,14,Yes,36544,46,0
26725,CID_26725,14383,18962.85356263,31,463,Film,January,USA,USD,16,Yes,94663,21,1
26726,CID_26726,49015,51769.13147940432,19,1086,Technology,March,Australia,USD,14,No,56549,6,1
26727,CID_26727,85460,117823.35061650952,46,462,Music,January,Australia,AUD,17,No,24138,35,1
26728,CID_26728,81250,53465.23007878034,59,443,Games,March,Canada,CAD,19,No,17548,25,0
26729,CID_26729,7523,5239.686087921824,68,1130,Technology,January,USA,GBP,14,No,52487,47,0
26730,CID_26730,59836,36771.47194029131,28,782,Film,September,Germany,EUR,6,Yes,91295,24,0
26731,CID_26731,15818,15199.610317360048,58,583,Music,March,Canada,GBP,4,No,3540,3,0
26732,CID_26732,11667,9135.439109756047,44,1071,Music,September,UK,USD,3,No,14896,36,0
26733,CID_26733,54549,39678.74283620084,58,145,Games,November,USA,AUD,1,No,49256,23,0
26734,CID_26734,96028,71390.69690303996,42,1454,Music,March,USA,GBP,14,No,16035,40,0
26735,CID_26735,47183,31486.44188788185,30,525,Film,November,Germany,CAD,6,No,25268,13,0
26736,CID_26736,33259,48529.511227204326,22,1121,Games,December,Australia,GBP,17,Yes,41778,24,1
26737,CID_26737,7169,6966.27057889391,83,1711,Technology,July,UK,EUR,5,Yes,92864,11,0
26738,CID_26738,22599,28977.252817699817,31,1461,Art,December,UK,EUR,15,No,89836,31,1
26739,CID_26739,7887,8533.457547831733,46,834,Technology,December,Canada,GBP,5,Yes,73689,28,1
26740,CID_26740,20760,21302.962128849344,52,464,Games,July,USA,CAD,15,No,64063,1,1
26741,CID_26741,43854,24998.53526682184,45,1036,Music,November,USA,EUR,11,No,72743,3,0
26742,CID_26742,71198,63122.31636465902,72,538,Games,May,Australia,AUD,8,Yes,95126,26,0
26743,CID_26743,15131,22635.75909046793,19,1553,Film,November,UK,USD,15,No,40179,20,1
26744,CID_26744,98242,79920.92907325168,44,50,Technology,February,Germany,USD,16,No,80768,32,0
26745,CID_26745,87946,103837.29808187664,30,1429,Film,December,UK,GBP,14,No,46850,12,1
26746,CID_26746,93536,87167.35039386226,63,59,Technology,February,Canada,USD,0,Yes,4141,48,0
26747,CID_26747,2225,1197.3929504761106,89,837,Technology,May,USA,CAD,1,No,18362,5,0
26748,CID_26748,20717,22852.551582411063,72,346,Music,May,Australia,USD,18,Yes,73060,48,1
26749,CID_26749,11785,8367.851482822849,59,22,Art,September,UK,USD,16,No,63335,5,0
26750,CID_26750,76715,86101.42598986019,27,1765,Film,March,Canada,CAD,2,No,87098,42,1
26751,CID_26751,65500,45757.23672734739,38,445,Art,September,USA,AUD,10,Yes,15963,43,0
26752,CID_26752,81394,80950.91033260387,46,534,Art,April,Germany,AUD,1,No,47174,36,0
26753,CID_26753,73988,39960.02428009003,25,852,Music,January,Canada,CAD,7,No,39138,16,0
26754,CID_26754,41018,57066.67360625063,40,1318,Technology,February,Canada,AUD,15,Yes,44630,23,1
26755,CID_26755,55410,70673.90350751314,67,657,Music,February,Germany,AUD,8,Yes,33264,33,1
26756,CID_26756,40749,41326.63794369911,42,663,Technology,October,Australia,EUR,3,No,24227,27,1
26757,CID_26757,79492,113175.97594293072,82,279,Music,September,Australia,GBP,18,No,78250,20,1
26758,CID_26758,99398,53142.45761275187,27,1764,Film,August,USA,EUR,3,Yes,69924,43,0
26759,CID_26759,30303,36017.96692520139,71,520,Technology,June,USA,GBP,5,No,42723,1,1
26760,CID_26760,97541,83426.62095322703,56,1863,Games,May,Canada,GBP,8,No,9677,33,0
26761,CID_26761,37924,53697.43901893374,39,726,Art,July,Australia,USD,16,No,2404,46,1
26762,CID_26762,60275,55505.45104140588,34,1582,Music,January,USA,USD,18,Yes,13191,23,0
26763,CID_26763,89230,73864.3797803456,68,612,Games,April,Germany,AUD,13,Yes,30980,16,0
26764,CID_26764,74222,85200.4366231442,35,549,Art,May,UK,EUR,19,No,39912,42,1
26765,CID_26765,75564,62034.6701622781,54,1590,Music,March,Canada,USD,4,Yes,50751,31,0
26766,CID_26766,33873,42256.93587030775,68,1419,Games,May,Australia,GBP,1,Yes,97361,16,1
26767,CID_26767,50146,42047.78815687142,74,735,Technology,December,Germany,USD,3,No,58650,38,0
26768,CID_26768,96924,111032.3010528688,69,445,Games,April,UK,CAD,8,No,51455,37,1
26769,CID_26769,19717,23488.07706551185,15,1658,Film,August,Canada,CAD,1,No,56472,18,1
26770,CID_26770,83886,52755.33081652566,48,1712,Music,November,Australia,USD,7,No,51654,5,0
26771,CID_26771,79938,79943.37950797487,55,1666,Games,March,USA,USD,17,Yes,79339,5,1
26772,CID_26772,71368,78567.00548228624,15,674,Art,January,UK,CAD,5,Yes,86942,16,1
26773,CID_26773,75574,52851.14798671275,68,132,Games,July,Australia,CAD,10,Yes,50441,46,0
26774,CID_26774,10424,12274.01031106506,27,1272,Art,June,Germany,AUD,10,No,71792,2,1
26775,CID_26775,96806,75002.39958802986,22,627,Games,August,Germany,CAD,14,No,99309,25,0
26776,CID_26776,59680,87886.26586351656,60,282,Art,February,Australia,GBP,8,No,59533,15,1
26777,CID_26777,44004,45355.626105757336,23,413,Games,June,Canada,USD,13,Yes,53741,40,1
26778,CID_26778,21333,16155.819194873337,80,529,Film,September,USA,CAD,11,No,52220,43,0
26779,CID_26779,75027,99903.9769500084,28,715,Games,August,Australia,EUR,19,No,41074,34,1
26780,CID_26780,99274,51283.45799873668,54,1269,Music,November,Germany,AUD,7,No,92285,48,0
26781,CID_26781,88208,107622.92994959492,89,1318,Music,January,Australia,EUR,1,No,37664,2,1
26782,CID_26782,45410,40241.77824151032,47,26,Technology,February,USA,CAD,7,Yes,53570,30,0
26783,CID_26783,91639,101316.20255172896,62,1359,Music,October,USA,AUD,17,Yes,95648,16,1
26784,CID_26784,46199,25581.50862329041,64,613,Film,November,Canada,GBP,3,No,48010,38,0
26785,CID_26785,72666,73521.20655938322,31,1236,Art,October,Canada,EUR,7,Yes,29986,38,1
26786,CID_26786,81384,69725.63422149405,40,512,Music,November,Canada,GBP,14,No,99141,17,0
26787,CID_26787,61171,88177.28382487886,32,806,Film,September,Germany,USD,1,No,39280,30,1
26788,CID_26788,88656,70928.44406736405,82,782,Film,October,Australia,USD,15,Yes,67666,49,0
26789,CID_26789,95064,91554.5194717538,86,301,Games,July,Australia,USD,7,Yes,60089,11,0
26790,CID_26790,88259,45267.07601938174,78,924,Art,May,Australia,USD,9,No,30922,14,0
26791,CID_26791,27001,27379.265363449216,29,940,Film,February,Germany,CAD,14,No,49486,39,1
26792,CID_26792,48199,40876.26343145376,63,304,Games,June,Germany,AUD,12,No,47036,19,0
26793,CID_26793,74707,62290.06078019203,85,1261,Games,November,Australia,EUR,0,Yes,95559,45,0
26794,CID_26794,40655,48994.45831250448,29,71,Film,July,Australia,AUD,16,Yes,42193,18,1
26795,CID_26795,16204,20467.96542051708,42,720,Film,February,Australia,GBP,16,Yes,411,28,1
26796,CID_26796,39266,40711.24765449151,48,1772,Music,October,UK,CAD,9,No,66000,41,1
26797,CID_26797,49389,72392.2949368689,64,1208,Art,February,Canada,USD,17,Yes,72061,7,1
26798,CID_26798,22087,24891.260310797923,33,1307,Music,October,Germany,USD,6,No,98708,30,1
26799,CID_26799,66941,64895.225318196186,46,32,Technology,April,USA,AUD,12,No,95972,36,0
26800,CID_26800,9410,10055.582984288978,51,1646,Technology,January,Canada,GBP,11,Yes,78349,5,1
26801,CID_26801,76550,74996.45935987172,71,394,Music,December,Canada,AUD,16,No,90610,33,0
26802,CID_26802,30978,32753.967854864928,36,1185,Music,January,USA,AUD,6,Yes,31388,34,1
26803,CID_26803,14173,17822.747660548648,75,680,Technology,May,UK,AUD,17,No,4457,48,1
26804,CID_26804,7707,8088.2857604138435,28,1024,Games,September,Canada,USD,15,No,52002,31,1
26805,CID_26805,25689,15616.653521460432,39,910,Art,December,Canada,GBP,12,No,83609,15,0
26806,CID_26806,53558,75836.74195636086,67,1012,Technology,August,Germany,CAD,15,Yes,25194,19,1
26807,CID_26807,13041,11446.276724296884,88,1344,Music,August,UK,CAD,2,Yes,51453,5,0
26808,CID_26808,16944,24052.76990023953,76,583,Film,October,USA,CAD,13,No,92535,28,1
26809,CID_26809,99426,77075.34906203346,76,1961,Games,July,Canada,GBP,13,Yes,2809,4,0
26810,CID_26810,26980,32230.333004165983,28,893,Games,July,USA,USD,8,Yes,37685,31,1
26811,CID_26811,57183,82068.65916436048,87,313,Art,May,Germany,USD,1,Yes,92251,39,1
26812,CID_26812,63703,50983.57760946247,73,1467,Technology,November,Canada,CAD,2,Yes,82952,5,0
26813,CID_26813,11787,8550.653615477855,54,1416,Games,April,USA,CAD,12,Yes,15315,43,0
26814,CID_26814,15277,13329.648007749374,45,1291,Music,September,Canada,GBP,16,Yes,9663,29,0
26815,CID_26815,28343,36286.30510091374,24,185,Technology,July,USA,USD,18,Yes,55985,2,1
26816,CID_26816,68448,99382.90948171036,45,1896,Film,November,Canada,GBP,16,Yes,29048,48,1
26817,CID_26817,79666,97296.01722849996,23,1962,Games,December,USA,EUR,14,No,96052,20,1
26818,CID_26818,81193,66814.41342826061,47,245,Art,July,UK,GBP,9,No,15640,36,0
26819,CID_26819,77467,39017.68661782667,86,801,Film,August,Australia,CAD,17,Yes,43304,47,0
26820,CID_26820,12997,18076.444244286755,22,602,Film,November,USA,USD,6,No,67900,28,1
26821,CID_26821,59495,72180.52621442024,16,1734,Film,December,Germany,CAD,0,No,72954,29,1
26822,CID_26822,45621,46232.33094461208,55,1091,Music,December,Germany,GBP,13,Yes,15732,39,1
26823,CID_26823,18990,16927.85405905253,20,1335,Art,December,Germany,CAD,12,No,96815,43,0
26824,CID_26824,95538,53426.35559301157,20,529,Art,February,Germany,EUR,13,No,73511,25,0
26825,CID_26825,86970,86303.76431126408,34,1617,Technology,September,UK,GBP,12,No,19784,23,0
26826,CID_26826,39852,52561.6226592496,39,145,Music,April,Germany,USD,0,Yes,77387,43,1
26827,CID_26827,99879,83117.6774577022,39,186,Art,March,Germany,GBP,9,Yes,58568,8,0
26828,CID_26828,54097,40731.035231088936,75,374,Art,April,Canada,GBP,8,Yes,43858,36,0
26829,CID_26829,77240,87202.57835581615,22,1821,Games,March,Germany,USD,13,Yes,34203,17,1
26830,CID_26830,46956,24100.01781519174,38,183,Games,April,Canada,AUD,18,No,61957,7,0
26831,CID_26831,97832,81176.50274632193,46,1277,Games,December,Australia,USD,7,Yes,14630,47,0
26832,CID_26832,34917,26103.69421903001,44,515,Music,February,Australia,CAD,6,No,20637,36,0
26833,CID_26833,73310,72833.45203021423,84,291,Games,February,Canada,CAD,9,Yes,60416,30,0
26834,CID_26834,20409,28390.354501800768,72,1152,Music,February,Canada,EUR,8,Yes,55383,41,1
26835,CID_26835,30157,18815.193353140912,41,1008,Music,March,USA,GBP,16,No,93735,12,0
26836,CID_26836,47542,67576.07191193577,70,174,Technology,March,UK,AUD,6,Yes,93479,48,1
26837,CID_26837,77126,96697.49806295158,66,1892,Music,December,Germany,EUR,7,No,85848,47,1
26838,CID_26838,39596,34524.77147431817,24,470,Games,November,Germany,CAD,13,Yes,57073,39,0
26839,CID_26839,26991,27772.873562522607,77,1528,Art,August,USA,EUR,6,No,62363,10,1
26840,CID_26840,25863,30165.41520055196,81,976,Music,April,Australia,GBP,7,Yes,34291,20,1
26841,CID_26841,69888,81934.6171430177,19,158,Art,November,Germany,GBP,8,Yes,61730,17,1
26842,CID_26842,98984,59276.67678348038,73,261,Music,April,Canada,CAD,15,Yes,61548,24,0
26843,CID_26843,6671,8948.275017835409,48,878,Art,April,USA,EUR,5,No,50806,40,1
26844,CID_26844,40985,33341.678580501626,81,356,Art,September,Germany,USD,13,No,78027,13,0
26845,CID_26845,81205,112739.18956286184,89,705,Technology,February,Australia,AUD,18,No,40398,39,1
26846,CID_26846,83419,88285.11991153077,46,772,Music,September,USA,CAD,3,Yes,49334,44,1
26847,CID_26847,99955,95242.82979929227,21,1988,Music,September,UK,CAD,19,No,73637,9,0
26848,CID_26848,38124,48459.63206791866,36,980,Music,September,Canada,CAD,18,Yes,33407,23,1
26849,CID_26849,93687,134477.53933717654,42,873,Music,February,Canada,USD,12,No,15003,42,1
26850,CID_26850,49346,55301.48207277546,79,221,Games,March,Germany,AUD,2,Yes,95192,29,1
26851,CID_26851,53864,36535.23842231587,88,1094,Film,July,USA,EUR,18,Yes,1718,23,0
26852,CID_26852,60282,37600.22677509187,63,1395,Games,April,Germany,AUD,8,Yes,47082,34,0
26853,CID_26853,41656,35893.08838638809,62,895,Technology,September,USA,AUD,16,No,91613,20,0
26854,CID_26854,78110,106085.12935806792,52,1389,Music,May,UK,EUR,18,Yes,8105,37,1
26855,CID_26855,96992,133524.29145427104,63,1246,Film,January,USA,CAD,11,No,34438,47,1
26856,CID_26856,42012,37778.97064177625,52,1200,Technology,October,UK,USD,9,Yes,56186,34,0
26857,CID_26857,32575,38778.46331779824,51,1741,Film,March,Germany,EUR,17,Yes,42173,16,1
26858,CID_26858,53713,32904.19966752409,48,307,Music,June,Australia,USD,4,Yes,19904,18,0
26859,CID_26859,11828,17311.571787774108,63,1174,Games,July,USA,USD,12,No,31646,20,1
26860,CID_26860,72534,107558.45462381744,66,1696,Games,September,Germany,EUR,16,Yes,45249,38,1
